商品ID	商店类型	对应物品ID	轮替商品ID	对应物品数量	消耗金币	消耗水晶	消耗创世结晶	[消耗物品]1ID	[消耗物品]1数量	[消耗物品]2ID	[消耗物品]2数量	[消耗物品]3ID	[消耗物品]3数量	[消耗物品]4ID	[消耗物品]4数量	限购数量	刷新类型	刷新参数	提前预览天数	上架时间	下架时间	是否终身限购	前置条件	前置条件参数	条件参数1	条件参数2	前置条件屏蔽显示	最小可见等级	最小队伍等级	最大队伍等级	排序等级	二级页签ID	n选1组ID	显示平台
203042	1004	23371		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203043	1004	23372		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203044	1004	23373		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203045	1004	23374		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203046	1004	23375		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203047	1004	23376		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203048	1004	23377		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203049	1004	23378		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203050	1004	23379		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203051	1004	23380		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203052	1004	23381		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203053	1004	23382		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203054	1004	23383		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203055	1004	23384		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203056	1004	23385		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203057	1004	23386		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203058	1004	23387		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203059	1004	23388		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203060	1004	23389		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203061	1004	23390		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203062	1004	23391		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203063	1004	23392		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203064	1004	23393		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203065	1004	23394		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203066	1004	23395		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203067	1004	23396		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203068	1004	23397		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203069	1004	23398		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203070	1004	23399		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203071	1004	23400		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203072	1004	23401		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203073	1004	23402		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203074	1004	23403		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203075	1004	23404		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203076	1004	23405		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203077	1004	23406		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203078	1004	23407		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203079	1004	23408		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203080	1004	23409		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203081	1004	23410		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203082	1004	23411		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203083	1004	23412		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203084	1004	23413		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203085	1004	23414		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203086	1004	23415		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203087	1004	23416		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203088	1004	23417		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203089	1004	23418		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203090	1004	23419		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203091	1004	23420		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203092	1004	23421		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203093	1004	23422		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203094	1004	23423		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203095	1004	23424		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203096	1004	23425		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203097	1004	23426		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203098	1004	23427		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203099	1004	23428		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203100	1004	23429		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203101	1004	23430		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203102	1004	23431		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203103	1004	23432		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203104	1004	23433		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203105	1004	23434		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203106	1004	23435		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203107	1004	23436		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203108	1004	23437		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203109	1004	23438		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203110	1004	23439		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203111	1004	23440		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203112	1004	23441		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203113	1004	23442		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203114	1004	23443		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203115	1004	23444		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203116	1004	23445		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203117	1004	23446		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203118	1004	23447		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203119	1004	23448		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203120	1004	23449		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203121	1004	23450		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203122	1004	23451		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203123	1004	23452		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203124	1004	23453		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203125	1004	23454		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203126	1004	23455		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203127	1004	23456		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203128	1004	23457		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203129	1004	23458		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203130	1004	23459		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203131	1004	23460		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203132	1004	23461		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203133	1004	23462		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203134	1004	23463		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203135	1004	23464		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203136	1004	23465		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203137	1004	23466		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203138	1004	23467		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203139	1004	23468		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203140	1004	23469		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203141	1004	23470		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203142	1004	23471		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203143	1004	23472		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203144	1004	23473		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203145	1004	23474		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203146	1004	23475		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203147	1004	23476		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203148	1004	23477		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203149	1004	23478		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203150	1004	23479		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203151	1004	23480		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203152	1004	23481		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203153	1004	23482		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203154	1004	23483		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203155	1004	23484		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203156	1004	23485		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203157	1004	23486		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203158	1004	23487		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203159	1004	23488		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203160	1004	23489		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203161	1004	23490		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203162	1004	23491		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203163	1004	23492		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203164	1004	23493		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203165	1004	23494		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203166	1004	23495		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203167	1004	23496		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203168	1004	23497		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203169	1004	23498		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203170	1004	23499		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203171	1004	23500		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203172	1004	23501		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203173	1004	23502		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203174	1004	23503		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203175	1004	23504		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203176	1004	23505		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203177	1004	23506		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203178	1004	23507		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203179	1004	23508		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203180	1004	23509		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203181	1004	23510		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203182	1004	23511		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203183	1004	23512		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203184	1004	23513		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203185	1004	23514		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203186	1004	23515		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203187	1004	23516		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203188	1004	23517		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203189	1004	23518		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203190	1004	23519		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203191	1004	23520		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203192	1004	23521		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203193	1004	23522		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203194	1004	23523		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203195	1004	23524		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203196	1004	23525		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203197	1004	23526		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203198	1004	23527		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203199	1004	23528		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203200	1004	23529		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203201	1004	23530		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203202	1004	23531		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203203	1004	23532		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203204	1004	23533		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203205	1004	23534		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203206	1004	23535		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203207	1004	23536		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203208	1004	23537		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203209	1004	23538		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203210	1004	23539		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203211	1004	23540		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203212	1004	23541		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203213	1004	23542		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203214	1004	23543		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203215	1004	23544		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203216	1004	23545		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203217	1004	23546		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203218	1004	23547		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203219	1004	23548		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203220	1004	23549		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203221	1004	23550		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203222	1004	23551		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203223	1004	23552		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203224	1004	23553		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203225	1004	23554		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203226	1004	23555		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203227	1004	23556		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203228	1004	23557		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203229	1004	23558		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203230	1004	23559		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203231	1004	23560		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203232	1004	23561		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203233	1004	23562		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203234	1004	23563		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203235	1004	23564		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
